<mods:identifier type="local">@<mods:identifier type="local" displayLabel="Canonical Catalog Number">@<mods:titleInfo><mods:title>@<mods:titleInfo type="alternative"><mods:title>@<mods:name type="personal"><mods:namePart>@<mods:role><mods:roleTerm type="text">@<mods:name type="personal"><mods:namePart>@<mods:role><mods:roleTerm type="text">@<mods:note>@<mods:name type="personal"><mods:namePart>@<mods:role><mods:roleTerm type="text">@<mods:name type="personal"><mods:namePart>@<mods:role><mods:roleTerm type="text">@@<mods:note>@<mods:name type="personal"><mods:namePart>@<mods:role><mods:roleTerm type="text">@@<mods:name type="personal"><mods:namePart>@<mods:role><mods:roleTerm type="text">@@<mods:genre authority="aat">@<mods:genre authority="aat">@<mods:genre authority="aat">@<mods:genre authority="aat">@<mods:originInfo><mods:publisher>@<mods:dateCreated>@<mods:dateCreated encoding="iso8601">@<mods:place><mods:placeTerm>@LoC Place Name@LoC Place Name@LoC Place Name@Coordinates@Coordinates@Coordinates@<mods:physicalDescription><note>@<mods:extent unit="pages">@<note>@<mods:extent unit="mm">@<mods:relatedItem type="original"><mods:name type="corporate"><mods:namePart>[REPOSITORY NAME]</mods:namePart><mods:role><mods:roleTerm type="text" authority="marcrelator">repository</mods:roleTerm></mods:role></mods:name>@LCCN@local@repository@<mods:location><mods:shelfLocator>@<mods:accessCondition type="use and reproduction">@<mods:accessCondition type="use and reproduction">@<mods:accessCondition type="use and reproduction">@<mods:relatedItem type="original"><mods:name type="corporate"><mods:namePart>[REPOSITORY NAME]</mods:namePart><mods:role><mods:roleTerm type="text" authority="marcrelator">repository</mods:roleTerm></mods:role></mods:name>@LCCN@local@repository@<mods:location><mods:shelfLocator>@<mods:accessCondition type="use and reproduction">@<mods:accessCondition type="use and reproduction">@<mods:accessCondition type="use and reproduction">@<mods:identifier type="local" displayLabel="NLS copy identifier">@<mods:relatedItem type="otherVersion"><mods:identifier>@<mods:relatedItem type="otherVersion"><mods:identifier>@<mods:relatedItem type="otherVersion"><mods:identifier>
liv_000095@Field Diaries, 37@Fragment of 1871 Field Diary (CII-CLXIII)@Fragment of 1871 Field Diary (CII-CLXIII), 23 March 1871-11 August 1871@Livingstone, David, 1813-1873@creator@@@@@@@@@@@@@@@@field notes@diaries@autographs (manuscripts)@spectral color@Livingstone Online (http://livingstoneonline.org/)@23 March 1871-11 August 1871@1871-03-23/1871-08-11@[Manyuema Country]@Maniema (Congo)@@@-2.95,25.95@@@Incomplete manuscript in creator's hand@64@16 folia, folded to create 64 pages, with writing on 64 pages@270 x 160; various between 290 x 260 and 320 x 270@David Livingstone Centre@http://id.loc.gov/authorities/names/no2009190108@@repository@297b, 297c@&#169; David Livingstone Centre, Blantyre. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@As relevant, &#169; Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@@National Library of Scotland@http://id.loc.gov/authorities/names/n80044899@@repository@@Images &#169; National Library of Scotland. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@As relevant, &#169; Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@@MS. 10717@David Livingstone, The Last Journals of David Livingstone, ed. Horace Waller, 2 vols. (London: John Murray, 1874), vol. 2, opposite 114.@@
liv_000096@Field Diaries, 38@Fragment of 1871 Field Diary@Fragment of 1871 Field Diary, 11 August 1871-9 September 1871@Livingstone, David, 1813-1873@creator@@@@@@@@@@@@@@@@field notes@diaries@autographs (manuscripts)@spectral color@Livingstone Online (http://livingstoneonline.org/)@11 August 1871-9 September 1871@1871-08-11/1871-09-09@[Manyuema Country]@Maniema (Congo)@@@-2.95,25.95@@@Incomplete manuscript in creator's hand@8@2 folia, folded to create 8 pages, with writing on 8 pages@190 x 135@National Library of Scotland@http://id.loc.gov/authorities/names/n80044899@@repository@MS. 10703, ff. 36-39@Images &#169; National Library of Scotland. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@As relevant, &#169; Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@@@@@@@@@@@@@
liv_000097@Field Diaries, 33@Fragment of 1871 Field Diary@Fragment of 1871 Field Diary, 28 September 1871-7 October 1871@Livingstone, David, 1813-1873@creator@@@@@@@@@@@@@@@@field notes@diaries@autographs (manuscripts)@spectral color@Livingstone Online (http://livingstoneonline.org/)@28 September 1871-7 October 1871@1871-09-28/1871-10-07@[Manyuema Country]@Maniema (Congo)@@@-2.95,25.95@@@Incomplete manuscript in creator's hand@2@1 folio, folded to create 2 pages, with writing on 2 pages@150 x 130@David Livingstone Centre@http://id.loc.gov/authorities/names/no2009190108@@repository@1120b@&#169; David Livingstone Centre, Blantyre. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@As relevant, &#169; Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@@@@@@@@@@MS. 10733@@@
liv_000098@Field Diaries, 39@Fragment of 1871 Field Diary@Fragment of 1871 Field Diary, 23 October 1871-3 November 1871@Livingstone, David, 1813-1873@creator@@@@@@@@@@@@@@@@field notes@diaries@autographs (manuscripts)@spectral color@Livingstone Online (http://livingstoneonline.org/)@23 October 1871-3 November 1871@1871-10-23/1871-11-03@[East and Central Africa]@Africa, Eastern@Africa, Central@@-6.077944,34.914455@-5.868983,24.166489@@Incomplete manuscript in creator's hand@4@2 folia, folded to create 4 pages, with writing on 4 pages@166 x 154@Bodleian Library. Weston Library@@local@repository@Waller MSS. Afr. s. 16.1, f. 172@Images &#169; The Bodleian Library, University of Oxford. Used by permission.@As relevant, &#169; Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@@@@@@@@@@MS. 10780@@@
liv_000200@Field Diaries, 35@Fragment of 1870 Field Diary@Fragment of 1870 Field Diary, 17, 24 August 1870@Livingstone, David, 1813-1873@creator@@@@@@@@@@@@@@@@field notes@diaries@autographs (manuscripts)@spectral color@Livingstone Online (http://livingstoneonline.org/)@17, 24 August 1870@1870-08-17/1870-08-24@[Bambarre, Manyuema Country]@Maniema (Congo)@@@-2.95,25.95@@@Incomplete manuscript in creator's hand@70@35 folia, folded to create 70 pages, with writing on 70 pages@140 x 25@David Livingstone Centre@http://id.loc.gov/authorities/names/no2009190108@@repository@297a@&#169; David Livingstone Centre, Blantyre. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@As relevant, &#169; Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@@@@@@@@@@MS. 10763@@@
liv_000201@Field Diaries, 37@Fragment of 1870 Field Diary (I-IV)@Fragment of 1870 Field Diary (I-IV), 18, 24 August 1870@Livingstone, David, 1813-1873@creator@@@@@@@@@@@@@@@@field notes@diaries@autographs (manuscripts)@spectral color@Livingstone Online (http://livingstoneonline.org/)@18, 24 August 1870@1870-08-18/1870-08-24@[Bambarre, Manyuema Country]@Maniema (Congo)@@@-2.95,25.95@@@Incomplete manuscript in creator's hand@4@1 folio, folded to create 4 pages, with writing on 4 pages@@British Library@http://id.loc.gov/authorities/names/n81139951@@repository@Add. MS. 50184, f. 169@Images &#169; British Library Board, Shelfmark Add. MS. 50184, 169r and 169v. Used by permission.@@@@@@@@@@@MS. 10780@@@
liv_000202@Field Diaries, 37@Fragment of 1870 Field Diary (X-XIII)@Fragment of 1870 Field Diary (X-XIII), 10 October 1870@Livingstone, David, 1813-1873@creator@@@@@@@@@@@@@@@@field notes@diaries@autographs (manuscripts)@spectral color@Livingstone Online (http://livingstoneonline.org/)@10 October 1870@1870-10-10@[Manyuema Country]@Maniema (Congo)@@@-2.95,25.95@@@Incomplete manuscript in creator's hand@4@2 folia, folded to create 4 pages, with writing on 4 pages@215 x 140@National Library of Scotland@http://id.loc.gov/authorities/names/n80044899@@repository@MS. 10703, ff. 1-2@Images &#169; National Library of Scotland. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@As relevant, &#169; Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@@@@@@@@@@@@@
liv_000203@Field Diaries, 37@Fragment of 1870 Field Diary (XIV)@Fragment of 1870 Field Diary (XIV), 13 October 1870@Livingstone, David, 1813-1873@creator@@@@@@@@@@@@@@@@field notes@diaries@autographs (manuscripts)@spectral color@Livingstone Online (http://livingstoneonline.org/)@13 October 1870@1870-10-13@[Manyuema Country]@Maniema (Congo)@@@-2.95,25.95@@@Incomplete manuscript in creator's hand@2@1 folio, folded to create 2 pages, with writing on 2 pages@215 x 140@David Livingstone Centre@http://id.loc.gov/authorities/names/no2009190108@@repository@297b@&#169; David Livingstone Centre, Blantyre. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@As relevant, &#169; Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@@@@@@@@@@MS. 10717@@@
liv_000204@Field Diaries, 37@Fragment of 1870 Field Diary (XVII-XX)@Fragment of 1870 Field Diary (XVII-XX), 19-31 October 1870@Livingstone, David, 1813-1873@creator@@@@@@@@@@@@@@@@field notes@diaries@autographs (manuscripts)@spectral color@Livingstone Online (http://livingstoneonline.org/)@19-31 October 1870@1870-10-19/1870-10-19@[Manyuema Country]@Maniema (Congo)@@@-2.95,25.95@@@Incomplete manuscript in creator's hand@8@1 folio, folded to create 8 pages, with writing on 5 pages@370 x 540@David Livingstone Centre@http://id.loc.gov/authorities/names/no2009190108@@repository@297d@&#169; David Livingstone Centre, Blantyre. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@As relevant, &#169; Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@@@@@@@@@@MS. 10717@@@
liv_000205@Field Diaries, 37@Fragment of 1870 Field Diary (XXI-LXI)@Fragment of 1870 Field Diary (XXI-LXI), 3-15 November 1870@Livingstone, David, 1813-1873@creator@@@@@@@@@@@@@@@@field notes@diaries@autographs (manuscripts)@spectral color@Livingstone Online (http://livingstoneonline.org/)@3-15 November 1870@1870-11-03/1870-11-15@[Manyuema Country]@Maniema (Congo)@@@-2.95,25.95@@@Incomplete manuscript in creator's hand@42@21 folia, folded to create 42 pages, with writing on 42 pages@215 x 140@National Library of Scotland@http://id.loc.gov/authorities/names/n80044899@@repository@MS. 10703, ff. 3-23@Images &#169; National Library of Scotland. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@As relevant, &#169; Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@@@@@@@@@@@@@
liv_000206@Field Diaries, 37@Fragment of 1870 Field Diary (LXII-LXIX)@Fragment of 1870 Field Diary (LXII-LXIX), 22 November-10 December 1870@Livingstone, David, 1813-1873@creator@@@@@@@@@@@@@@@@field notes@diaries@autographs (manuscripts)@spectral color@Livingstone Online (http://livingstoneonline.org/)@22 November-10 December 1870@1870-11-22/1870-12-10@[Manyuema Country]@Maniema (Congo)@@@-2.95,25.95@@@Incomplete manuscript in creator's hand@8@2 folia, folded to create 8 pages, with writing on 8 pages@215 x 280@David Livingstone Centre@http://id.loc.gov/authorities/names/no2009190108@@repository@297e@&#169; David Livingstone Centre, Blantyre. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@As relevant, &#169; Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).@@@@@@@@@@MS. 10718@@@
